fertilizer_kg_acre,rainfall_mm,temperature,seed_variety,irrigation_type,disease_status,soil_quality,baseline_yield_kg_ha,yield_kg_acre
83.6,1454.0,24.4,BG 352,Rainfed,Moderate,Good,4316.1,1225.0
58.0,1489.0,25.1,BG 358,Partial Irrigation,None,Poor,4275.5,1325.3
112.4,907.0,25.4,BG 358,Partial Irrigation,Moderate,Poor,4194.3,952.6
96.5,1913.0,27.6,AT 362,Rainfed,None,Poor,4113.1,1039.2
64.7,2196.0,30.1,BG 358,Rainfed,None,Average,4316.1,1286.3
95.0,1587.0,27.1,BG 352,Rainfed,Mild,Average,4194.3,1462.6
117.5,1405.0,24.7,Traditional,Full Irrigation,Moderate,Average,4316.1,1419.5
66.1,1411.0,26.6,BG 352,Rainfed,None,Excellent,4356.7,2041.1
84.3,1025.0,28.1,BG 358,Rainfed,None,Good,4397.3,1607.5
111.9,1246.0,33.9,BG 358,Rainfed,Mild,Good,4275.5,1913.4
44.9,1553.0,27.9,BG 352,Partial Irrigation,Severe,Poor,4113.1,731.5
108.7,1461.0,24.9,Traditional,Full Irrigation,Moderate,Average,4194.3,1201.2
29.8,1609.0,29.8,BG 358,Rainfed,Moderate,Good,4397.3,1125.2
84.8,2004.0,33.2,AT 362,Full Irrigation,None,Good,4275.5,1916.7
98.3,1193.0,31.9,BG 352,Rainfed,Mild,Excellent,4316.1,1380.9
81.5,936.0,32.4,BG 359,Partial Irrigation,Moderate,Average,4275.5,1135.9
69.6,950.0,33.3,BG 352,Rainfed,Moderate,Average,4153.7,805.0
81.7,1074.0,30.4,BG 358,Rainfed,Moderate,Excellent,4437.9,1165.4
35.2,1642.0,33.9,BG 359,Partial Irrigation,Moderate,Average,4356.7,1136.9
41.6,1951.0,24.3,Traditional,Partial Irrigation,Moderate,Good,4437.9,847.2
47.0,2053.0,32.3,BG 358,Full Irrigation,None,Poor,4397.3,1365.0
79.8,1726.0,32.6,AT 362,Partial Irrigation,None,Poor,4194.3,1235.5
64.2,1424.0,33.2,BG 352,Rainfed,Severe,Poor,4194.3,553.0
44.4,1101.0,28.8,BG 358,Partial Irrigation,None,Average,4194.3,1359.5
108.3,1422.0,31.9,AT 362,Full Irrigation,None,Excellent,4437.9,2511.2
57.4,1332.0,26.0,BG 359,Partial Irrigation,None,Poor,4316.1,1415.1
64.6,2031.0,30.0,BG 359,Partial Irrigation,Mild,Excellent,4275.5,1607.8
61.0,1533.0,27.6,AT 362,Partial Irrigation,Moderate,Excellent,4437.9,1600.8
38.2,1194.0,30.0,BG 352,Partial Irrigation,Moderate,Poor,4316.1,895.5
93.2,1275.0,30.8,AT 362,Full Irrigation,None,Poor,4437.9,1667.6
64.8,1077.0,27.5,Traditional,Partial Irrigation,None,Excellent,4437.9,1324.9
21.6,2094.0,26.2,AT 362,Partial Irrigation,None,Good,4113.1,1321.8
116.4,965.0,27.2,BG 358,Partial Irrigation,Moderate,Poor,4234.9,1101.6
101.6,917.0,30.6,BG 358,Partial Irrigation,None,Excellent,4356.7,2011.7
92.4,1138.0,30.8,Traditional,Full Irrigation,Mild,Good,4397.3,1376.6
106.9,1954.0,31.4,AT 362,Full Irrigation,Mild,Good,4153.7,1844.0
110.7,1581.0,25.3,Traditional,Full Irrigation,Mild,Good,4194.3,1440.0
53.7,1714.0,32.2,Traditional,Partial Irrigation,Mild,Poor,4275.5,826.4
81.1,1365.0,30.9,BG 359,Full Irrigation,Mild,Average,4397.3,1919.7
80.9,989.0,24.3,BG 352,Rainfed,Mild,Poor,4153.7,881.5
46.7,2013.0,27.4,BG 358,Rainfed,None,Good,4316.1,1558.5
42.2,1149.0,28.7,BG 358,Rainfed,None,Excellent,4194.3,1460.0
31.4,943.0,27.6,Traditional,Partial Irrigation,None,Good,4153.7,949.5
85.9,1645.0,25.2,BG 358,Full Irrigation,None,Good,4275.5,2575.5
98.1,1008.0,26.1,BG 358,Rainfed,Mild,Poor,4234.9,1121.3
96.1,1024.0,24.2,Traditional,Rainfed,None,Good,4316.1,1094.7
51.6,1940.0,24.9,BG 352,Partial Irrigation,Moderate,Excellent,4194.3,1198.6
40.5,1539.0,26.7,AT 362,Full Irrigation,None,Poor,4397.3,1576.9
65.4,1214.0,32.2,BG 359,Rainfed,Mild,Poor,4113.1,1047.9
74.7,1353.0,29.3,Traditional,Full Irrigation,None,Good,4397.3,2009.5
111.9,1848.0,28.2,BG 359,Rainfed,None,Poor,4113.1,1418.0
107.5,986.0,30.6,BG 359,Rainfed,None,Poor,4356.7,1233.1
111.6,1051.0,29.4,Traditional,Partial Irrigation,Mild,Excellent,4234.9,1420.1
105.0,1701.0,25.3,Traditional,Full Irrigation,None,Poor,4234.9,1324.6
116.5,1689.0,26.2,AT 362,Full Irrigation,Mild,Average,4113.1,2173.8
66.5,2164.0,26.2,AT 362,Rainfed,Mild,Average,4356.7,1236.0
24.7,1387.0,30.0,Traditional,Rainfed,Severe,Average,4153.7,518.6
28.4,985.0,28.6,Traditional,Partial Irrigation,Mild,Average,4316.1,831.3
59.0,1599.0,27.9,AT 362,Partial Irrigation,Mild,Average,4356.7,1386.7
45.8,1730.0,29.6,BG 358,Rainfed,Moderate,Excellent,4397.3,1523.5
37.0,1081.0,33.7,AT 362,Partial Irrigation,None,Poor,4356.7,829.8
115.3,1619.0,27.1,BG 358,Rainfed,Mild,Poor,4194.3,1474.4
39.5,1157.0,29.2,BG 359,Full Irrigation,None,Average,4356.7,1689.0
115.9,1998.0,28.8,BG 359,Rainfed,Mild,Excellent,4397.3,1920.6
96.1,1986.0,31.2,Traditional,Partial Irrigation,None,Average,4194.3,1110.6
84.1,1459.0,31.3,BG 359,Partial Irrigation,None,Poor,4153.7,1587.2
87.6,2157.0,31.3,Traditional,Rainfed,Mild,Good,4437.9,1000.5
53.1,2174.0,26.0,Traditional,Partial Irrigation,None,Good,4153.7,1227.2
84.6,1068.0,28.5,Traditional,Rainfed,None,Average,4316.1,1078.0
38.7,1378.0,32.1,BG 352,Partial Irrigation,None,Poor,4194.3,1149.0
113.8,1680.0,27.8,AT 362,Partial Irrigation,Moderate,Excellent,4153.7,1800.7
50.2,1010.0,33.8,BG 358,Rainfed,None,Excellent,4356.7,1364.6
45.5,1397.0,27.6,BG 359,Rainfed,None,Excellent,4153.7,1853.2
91.1,1240.0,29.0,BG 359,Rainfed,Severe,Excellent,4356.7,1333.3
85.6,2138.0,28.7,BG 358,Full Irrigation,Moderate,Average,4356.7,1784.5
65.1,1435.0,28.3,Traditional,Rainfed,None,Average,4113.1,955.2
83.2,1891.0,32.5,Traditional,Full Irrigation,None,Excellent,4153.7,1500.5
35.9,1403.0,25.6,BG 359,Partial Irrigation,None,Average,4397.3,1498.0
87.3,1071.0,29.7,BG 352,Full Irrigation,Moderate,Excellent,4275.5,1713.5
47.1,2022.0,30.2,BG 352,Full Irrigation,None,Good,4153.7,1393.4
47.3,901.0,32.5,BG 358,Rainfed,None,Excellent,4437.9,1320.2
36.2,973.0,30.1,Traditional,Partial Irrigation,None,Poor,4194.3,666.7
53.2,1374.0,33.6,BG 359,Full Irrigation,Mild,Good,4113.1,1881.0
53.1,1793.0,32.7,BG 352,Rainfed,None,Excellent,4437.9,1531.5
65.4,1344.0,27.5,BG 359,Partial Irrigation,Mild,Poor,4113.1,1418.2
39.0,986.0,32.6,Traditional,Partial Irrigation,None,Good,4275.5,942.3
39.3,1313.0,33.6,BG 359,Rainfed,Mild,Poor,4437.9,1010.2
74.2,1218.0,26.6,BG 359,Full Irrigation,Moderate,Excellent,4316.1,2457.1
32.9,907.0,30.1,BG 352,Rainfed,None,Excellent,4316.1,1149.5
88.9,1595.0,26.8,Traditional,Full Irrigation,None,Poor,4234.9,1382.9
114.4,1052.0,30.5,BG 352,Rainfed,None,Good,4153.7,1334.1
62.7,1274.0,24.9,Traditional,Partial Irrigation,Mild,Average,4316.1,1030.5
110.1,1734.0,31.3,BG 358,Partial Irrigation,None,Excellent,4437.9,2594.4
29.8,1843.0,28.2,BG 352,Full Irrigation,Mild,Average,4113.1,1340.4
24.3,1242.0,29.9,BG 358,Full Irrigation,None,Good,4397.3,2249.9
92.1,1328.0,24.3,BG 352,Full Irrigation,Mild,Poor,4234.9,1560.2
96.1,1221.0,31.0,BG 352,Full Irrigation,Mild,Poor,4275.5,1719.0
104.3,2144.0,29.0,BG 352,Full Irrigation,None,Excellent,4153.7,2600.5
25.7,1148.0,30.3,AT 362,Rainfed,None,Average,4316.1,823.8
97.7,1138.0,27.2,Traditional,Full Irrigation,Mild,Excellent,4153.7,1641.3
57.7,1479.0,25.5,BG 358,Partial Irrigation,None,Excellent,4194.3,1982.2
50.3,1146.0,28.4,AT 362,Partial Irrigation,Mild,Excellent,4356.7,1428.4
37.3,1104.0,33.4,BG 358,Rainfed,Severe,Poor,4113.1,428.3
119.6,1025.0,26.3,BG 359,Full Irrigation,None,Poor,4275.5,1954.7
26.4,1732.0,30.8,BG 358,Rainfed,None,Good,4316.1,1360.9
102.7,1696.0,24.5,Traditional,Partial Irrigation,None,Excellent,4153.7,1477.7
83.9,1745.0,31.2,BG 359,Rainfed,None,Excellent,4194.3,1896.7
93.5,1905.0,26.4,BG 359,Partial Irrigation,Severe,Good,4234.9,1119.5
91.2,1324.0,28.5,Traditional,Partial Irrigation,Severe,Poor,4316.1,628.6
105.8,2094.0,27.7,AT 362,Partial Irrigation,None,Good,4437.9,1947.8
38.4,1853.0,25.1,BG 352,Partial Irrigation,Severe,Average,4397.3,699.6
20.1,1946.0,27.5,BG 352,Full Irrigation,None,Excellent,4153.7,1889.1
79.9,1837.0,27.5,BG 358,Full Irrigation,Severe,Good,4113.1,1307.6
55.4,1366.0,29.2,BG 352,Partial Irrigation,Moderate,Poor,4113.1,1057.9
32.4,1268.0,33.7,AT 362,Full Irrigation,None,Excellent,4316.1,1927.9
38.6,1449.0,28.7,BG 359,Full Irrigation,Mild,Excellent,4153.7,2283.1
53.2,1026.0,33.1,BG 352,Rainfed,Mild,Good,4194.3,982.4
27.0,1487.0,28.6,BG 359,Partial Irrigation,None,Excellent,4397.3,1972.9
25.7,956.0,25.1,Traditional,Full Irrigation,None,Poor,4397.3,785.5
111.6,905.0,26.3,Traditional,Partial Irrigation,Mild,Average,4397.3,1244.9
51.2,2111.0,28.1,Traditional,Rainfed,None,Poor,4194.3,795.2
118.2,1796.0,27.3,Traditional,Partial Irrigation,None,Average,4316.1,1520.2
116.4,1630.0,32.7,AT 362,Partial Irrigation,None,Average,4316.1,1751.7
34.3,1343.0,30.8,Traditional,Full Irrigation,Mild,Average,4153.7,1051.8
91.5,1642.0,29.8,Traditional,Partial Irrigation,None,Average,4275.5,1423.9
80.1,2059.0,28.9,AT 362,Rainfed,None,Good,4275.5,1462.8
89.1,1748.0,28.0,BG 359,Rainfed,None,Poor,4234.9,1583.8
29.6,1683.0,30.1,Traditional,Rainfed,None,Average,4356.7,849.6
38.9,1498.0,25.2,BG 359,Rainfed,Mild,Excellent,4356.7,1500.6
27.7,1349.0,25.6,BG 352,Full Irrigation,None,Good,4275.5,1772.9
80.4,1808.0,27.0,BG 352,Rainfed,Mild,Poor,4356.7,1049.1
118.7,2175.0,25.7,BG 359,Partial Irrigation,None,Average,4356.7,1811.3
87.2,1452.0,30.8,BG 352,Rainfed,Mild,Excellent,4316.1,1705.4
91.1,1410.0,24.2,BG 352,Partial Irrigation,None,Poor,4194.3,1458.0
118.5,1457.0,25.6,BG 358,Full Irrigation,Moderate,Excellent,4356.7,2259.8
87.8,1453.0,33.0,BG 359,Partial Irrigation,None,Average,4356.7,1733.5
24.0,2188.0,34.0,BG 359,Rainfed,Moderate,Good,4437.9,962.9
106.7,1819.0,28.9,BG 359,Full Irrigation,None,Average,4153.7,2388.2
56.5,1367.0,29.0,BG 359,Partial Irrigation,None,Good,4234.9,2090.7
20.4,1383.0,31.7,Traditional,Rainfed,Mild,Excellent,4437.9,972.1
70.7,1460.0,24.4,BG 358,Full Irrigation,None,Poor,4275.5,1604.9
113.7,948.0,28.3,BG 359,Full Irrigation,None,Average,4437.9,2259.5
45.7,1586.0,25.0,AT 362,Partial Irrigation,Moderate,Good,4113.1,1026.0
69.2,1955.0,28.0,BG 358,Rainfed,Mild,Average,4113.1,1260.2
37.4,1759.0,33.8,BG 352,Partial Irrigation,Mild,Average,4397.3,1155.2
25.8,1158.0,31.5,BG 352,Partial Irrigation,Severe,Excellent,4234.9,730.0
28.1,1846.0,33.9,BG 358,Full Irrigation,None,Poor,4275.5,1310.7
92.7,1835.0,31.5,BG 358,Full Irrigation,None,Poor,4234.9,1611.1
106.4,1241.0,30.1,BG 352,Rainfed,Moderate,Good,4234.9,1254.3
34.3,1710.0,31.5,BG 358,Partial Irrigation,None,Poor,4437.9,1262.7
48.8,1694.0,30.6,AT 362,Rainfed,None,Poor,4113.1,1004.2
39.5,1992.0,28.6,Traditional,Partial Irrigation,None,Excellent,4356.7,1309.1
22.7,1077.0,26.9,BG 359,Partial Irrigation,None,Average,4437.9,1380.8
75.3,1153.0,29.2,BG 352,Partial Irrigation,None,Poor,4316.1,1212.5
90.0,1532.0,26.6,AT 362,Partial Irrigation,None,Good,4234.9,1961.5
84.8,957.0,28.9,BG 352,Partial Irrigation,Mild,Average,4153.7,1344.3
58.8,1440.0,25.5,BG 352,Full Irrigation,Mild,Average,4356.7,1537.9
75.5,1925.0,29.7,BG 359,Partial Irrigation,Severe,Average,4275.5,1039.4
29.4,1093.0,26.5,BG 359,Rainfed,None,Poor,4153.7,931.8
35.4,1498.0,26.9,BG 358,Full Irrigation,None,Excellent,4234.9,2522.8
113.2,2187.0,29.0,Traditional,Partial Irrigation,Mild,Poor,4437.9,1070.1
96.2,1558.0,25.6,BG 352,Full Irrigation,None,Average,4194.3,1891.9
112.3,1548.0,33.6,BG 352,Full Irrigation,None,Average,4153.7,2234.0
111.7,1626.0,28.5,BG 359,Rainfed,Mild,Good,4356.7,1983.4
84.9,1142.0,27.5,BG 359,Full Irrigation,Mild,Good,4153.7,2070.5
112.8,1091.0,24.3,Traditional,Full Irrigation,None,Average,4437.9,1397.9
61.7,1781.0,32.4,BG 352,Rainfed,Mild,Good,4397.3,1383.7
20.4,1414.0,30.3,BG 359,Rainfed,Mild,Poor,4437.9,911.1
26.3,1277.0,28.2,BG 352,Rainfed,Moderate,Poor,4437.9,849.0
30.9,941.0,26.5,BG 352,Full Irrigation,None,Excellent,4194.3,1705.1
29.5,2000.0,31.5,BG 359,Full Irrigation,Mild,Good,4153.7,1576.8
55.2,942.0,33.5,AT 362,Rainfed,Mild,Good,4234.9,1017.1
90.1,1875.0,27.8,BG 352,Partial Irrigation,None,Excellent,4275.5,2066.9
99.1,1397.0,25.3,Traditional,Rainfed,Mild,Excellent,4397.3,1275.8
79.0,1678.0,25.1,BG 359,Rainfed,Mild,Good,4356.7,1747.4
34.6,1222.0,24.1,BG 359,Rainfed,None,Excellent,4316.1,1489.4
94.8,1102.0,31.4,Traditional,Rainfed,None,Good,4397.3,971.3
55.5,1593.0,33.8,BG 358,Full Irrigation,None,Poor,4316.1,1603.9
21.3,1804.0,33.9,BG 358,Full Irrigation,Mild,Good,4234.9,1453.6
48.1,1154.0,31.8,AT 362,Rainfed,None,Excellent,4234.9,1195.5
53.1,1467.0,25.6,BG 352,Partial Irrigation,None,Excellent,4275.5,1825.9
47.4,1478.0,33.8,Traditional,Rainfed,None,Good,4113.1,991.2
101.2,1181.0,27.3,Traditional,Partial Irrigation,Mild,Excellent,4356.7,1426.8
96.0,1635.0,27.3,Traditional,Full Irrigation,Mild,Poor,4316.1,1405.6
89.6,1090.0,30.9,BG 359,Full Irrigation,None,Poor,4356.7,1662.0
33.9,1563.0,24.5,AT 362,Full Irrigation,None,Average,4275.5,1527.8
100.8,1047.0,32.3,Traditional,Rainfed,None,Poor,4397.3,762.2
87.7,1531.0,34.0,BG 352,Rainfed,None,Excellent,4437.9,1846.4
39.5,1305.0,31.8,BG 358,Rainfed,Mild,Poor,4316.1,880.8
84.8,1488.0,31.8,BG 359,Rainfed,None,Good,4234.9,1738.5
68.4,1464.0,27.9,AT 362,Partial Irrigation,Mild,Excellent,4113.1,1904.9
63.9,2080.0,24.7,AT 362,Partial Irrigation,Mild,Poor,4397.3,1018.7
31.2,1537.0,31.9,Traditional,Full Irrigation,Moderate,Poor,4437.9,813.5
71.8,1964.0,30.0,BG 359,Rainfed,None,Good,4356.7,1752.1
30.0,1193.0,33.1,BG 352,Rainfed,None,Excellent,4397.3,1203.4
36.4,1358.0,25.2,BG 352,Full Irrigation,None,Poor,4397.3,1474.7
33.3,998.0,27.1,Traditional,Full Irrigation,Moderate,Poor,4397.3,758.4
115.4,1447.0,27.6,BG 359,Partial Irrigation,Mild,Excellent,4275.5,2579.9
48.5,1769.0,30.8,AT 362,Rainfed,Mild,Good,4113.1,1051.8
55.5,1990.0,31.9,BG 359,Partial Irrigation,Mild,Good,4113.1,1459.3
52.2,1636.0,33.6,Traditional,Rainfed,None,Average,4153.7,916.5
109.8,1732.0,27.0,BG 358,Partial Irrigation,Mild,Average,4234.9,2019.4
76.3,1130.0,28.9,BG 352,Full Irrigation,Moderate,Average,4356.7,1366.0
111.9,948.0,24.3,AT 362,Rainfed,None,Poor,4275.5,1042.1
50.0,1929.0,26.5,BG 359,Rainfed,Severe,Average,4113.1,705.0
31.5,1117.0,27.7,Traditional,Full Irrigation,Moderate,Excellent,4153.7,1028.0
75.6,1019.0,29.9,BG 352,Rainfed,Severe,Good,4437.9,813.9
54.6,2119.0,28.7,BG 358,Full Irrigation,Moderate,Excellent,4437.9,1935.5
100.2,2153.0,27.6,Traditional,Full Irrigation,None,Average,4234.9,1482.1
107.9,1701.0,30.2,Traditional,Partial Irrigation,Mild,Excellent,4397.3,1595.7
67.3,1392.0,32.3,BG 352,Partial Irrigation,None,Average,4356.7,1504.5
117.1,1983.0,26.4,Traditional,Partial Irrigation,Mild,Good,4437.9,1450.7
75.3,1166.0,27.4,BG 352,Partial Irrigation,None,Good,4397.3,1760.6
47.1,1458.0,31.0,BG 352,Full Irrigation,Moderate,Excellent,4316.1,1587.3
68.9,1364.0,31.8,Traditional,Full Irrigation,None,Excellent,4234.9,1769.8
23.7,2087.0,32.3,BG 352,Rainfed,None,Poor,4316.1,808.6
100.4,2096.0,26.1,BG 358,Rainfed,None,Excellent,4194.3,1834.3
30.1,1746.0,29.4,BG 352,Partial Irrigation,Mild,Good,4234.9,1615.5
50.9,1044.0,33.0,BG 359,Partial Irrigation,None,Good,4316.1,1468.7
76.5,1527.0,27.9,BG 352,Full Irrigation,None,Poor,4316.1,1886.9
24.3,1219.0,28.3,BG 358,Rainfed,None,Average,4316.1,1407.4
27.9,2050.0,33.8,BG 358,Partial Irrigation,None,Excellent,4234.9,1577.7
89.6,1080.0,25.1,AT 362,Rainfed,Severe,Excellent,4234.9,750.6
27.2,971.0,31.1,BG 359,Partial Irrigation,None,Poor,4113.1,941.6
67.7,1816.0,32.5,BG 352,Full Irrigation,None,Average,4316.1,1655.0
53.9,1489.0,25.5,BG 359,Rainfed,None,Excellent,4316.1,1688.5
42.8,1990.0,31.1,BG 359,Rainfed,None,Excellent,4437.9,1376.3
38.9,997.0,28.7,BG 358,Partial Irrigation,None,Average,4275.5,1358.1
96.3,1941.0,32.5,BG 359,Full Irrigation,None,Excellent,4275.5,2598.1
115.2,949.0,33.1,BG 358,Partial Irrigation,None,Excellent,4113.1,1940.1
34.0,936.0,32.7,BG 358,Full Irrigation,None,Poor,4153.7,1090.7
116.0,1500.0,24.6,AT 362,Rainfed,None,Poor,4234.9,1299.3
79.5,1188.0,31.6,BG 358,Full Irrigation,Mild,Poor,4234.9,1279.7
84.2,1672.0,33.2,BG 358,Rainfed,None,Poor,4234.9,1157.3
91.0,934.0,30.2,BG 352,Rainfed,Mild,Good,4234.9,1255.2
90.4,946.0,30.0,AT 362,Partial Irrigation,Mild,Average,4356.7,1153.4
102.0,1845.0,24.5,AT 362,Rainfed,Moderate,Good,4153.7,1149.6
68.3,1173.0,32.6,AT 362,Full Irrigation,None,Poor,4194.3,1228.3
73.3,1753.0,24.5,BG 352,Full Irrigation,Mild,Good,4153.7,1898.5
52.4,1875.0,27.1,BG 359,Partial Irrigation,Moderate,Good,4194.3,1396.2
30.5,977.0,33.3,BG 358,Partial Irrigation,Severe,Excellent,4356.7,864.2
86.5,1901.0,33.5,AT 362,Full Irrigation,Moderate,Average,4113.1,1288.3
23.4,1249.0,33.9,BG 358,Full Irrigation,None,Good,4234.9,1858.3
47.6,1406.0,28.8,BG 359,Partial Irrigation,Severe,Average,4113.1,1039.7
29.4,1013.0,25.8,BG 359,Full Irrigation,Moderate,Average,4437.9,1129.1
39.1,1990.0,28.9,AT 362,Rainfed,None,Good,4356.7,1312.9
83.9,1629.0,25.0,AT 362,Rainfed,None,Good,4194.3,1428.2
82.8,1556.0,32.7,Traditional,Rainfed,Severe,Excellent,4153.7,647.9
62.1,2159.0,29.6,BG 359,Rainfed,None,Poor,4113.1,1134.9
29.0,1335.0,28.0,Traditional,Rainfed,Mild,Poor,4275.5,738.8
63.3,2058.0,24.8,Traditional,Partial Irrigation,None,Good,4356.7,1154.0
55.3,1836.0,28.1,BG 359,Full Irrigation,Mild,Good,4316.1,1923.6
92.0,2107.0,32.7,AT 362,Partial Irrigation,None,Excellent,4397.3,1825.7
77.9,2080.0,31.0,Traditional,Partial Irrigation,Mild,Good,4234.9,1043.7
69.2,2188.0,24.8,Traditional,Rainfed,None,Poor,4194.3,735.3
68.7,1071.0,25.6,BG 358,Rainfed,Moderate,Average,4275.5,933.7
116.6,1935.0,27.9,AT 362,Partial Irrigation,None,Excellent,4153.7,2063.4
95.6,1946.0,25.0,BG 359,Rainfed,None,Excellent,4437.9,1747.7
69.7,1738.0,33.3,BG 352,Full Irrigation,None,Excellent,4153.7,2381.2
67.9,1263.0,30.5,BG 358,Partial Irrigation,None,Average,4275.5,1703.8
22.6,2155.0,24.9,Traditional,Partial Irrigation,Severe,Poor,4275.5,381.5
114.3,1166.0,31.9,Traditional,Rainfed,None,Poor,4113.1,813.2
51.9,1549.0,27.7,AT 362,Rainfed,None,Excellent,4275.5,1667.7
45.6,1578.0,26.4,Traditional,Rainfed,Moderate,Average,4275.5,781.7
119.9,1110.0,29.7,BG 359,Full Irrigation,None,Excellent,4194.3,2661.2
91.9,1839.0,24.1,AT 362,Partial Irrigation,None,Poor,4153.7,1133.4
24.7,1016.0,28.7,BG 352,Full Irrigation,Mild,Average,4113.1,1288.1
26.2,1801.0,32.4,BG 358,Partial Irrigation,None,Excellent,4113.1,1513.2
22.6,2003.0,33.3,BG 352,Full Irrigation,Moderate,Poor,4275.5,868.5
80.0,1354.0,27.4,Traditional,Full Irrigation,Mild,Poor,4113.1,1297.9
27.2,1822.0,30.4,AT 362,Rainfed,None,Average,4437.9,941.8
113.3,1104.0,26.3,Traditional,Rainfed,Mild,Poor,4194.3,796.4
113.7,2000.0,29.6,BG 359,Full Irrigation,Moderate,Good,4316.1,2045.6
74.6,2138.0,26.5,BG 359,Rainfed,None,Poor,4356.7,1253.1
81.7,1099.0,29.7,AT 362,Full Irrigation,Mild,Poor,4275.5,1260.6
49.2,1799.0,25.7,BG 359,Partial Irrigation,None,Good,4397.3,1958.1
26.4,1558.0,33.4,BG 358,Full Irrigation,None,Average,4113.1,1624.1
93.7,1591.0,32.9,BG 358,Rainfed,Mild,Good,4194.3,1603.7
30.2,1818.0,27.4,BG 359,Rainfed,None,Excellent,4194.3,1602.5
28.6,1535.0,31.8,BG 352,Partial Irrigation,None,Excellent,4153.7,1466.8
51.1,1680.0,25.0,BG 352,Rainfed,None,Good,4194.3,1360.5
21.2,1200.0,31.4,BG 352,Rainfed,Mild,Excellent,4194.3,1293.1
63.4,1392.0,26.8,BG 352,Partial Irrigation,Mild,Good,4356.7,1814.9
90.8,2025.0,25.4,BG 352,Rainfed,None,Poor,4194.3,1142.0
100.1,1043.0,30.8,BG 352,Rainfed,None,Excellent,4397.3,1585.8
80.4,1677.0,28.7,BG 352,Full Irrigation,Moderate,Good,4356.7,2109.2
104.7,1140.0,29.3,Traditional,Rainfed,None,Poor,4437.9,966.6
60.7,2001.0,29.2,BG 352,Full Irrigation,None,Good,4113.1,1964.4
104.9,1653.0,24.6,BG 359,Full Irrigation,None,Poor,4437.9,1998.9
70.6,1424.0,24.5,BG 352,Full Irrigation,Mild,Good,4316.1,1960.6
42.3,1225.0,30.0,Traditional,Rainfed,None,Good,4437.9,1002.9
114.4,1468.0,30.2,BG 358,Rainfed,Moderate,Poor,4234.9,1095.0
47.5,2145.0,24.5,AT 362,Full Irrigation,Mild,Average,4437.9,1345.7
22.6,1562.0,27.8,AT 362,Rainfed,None,Poor,4316.1,1061.0
44.3,1510.0,30.1,AT 362,Partial Irrigation,Mild,Poor,4113.1,999.5
56.7,1870.0,30.6,AT 362,Partial Irrigation,None,Poor,4234.9,1105.8
55.1,1393.0,32.3,BG 359,Full Irrigation,None,Excellent,4153.7,2122.4
72.5,1456.0,28.2,AT 362,Full Irrigation,Mild,Average,4437.9,1856.0
108.3,1338.0,29.5,Traditional,Rainfed,None,Poor,4194.3,1069.6
49.2,1096.0,29.8,BG 358,Partial Irrigation,Moderate,Good,4194.3,1300.0
72.1,1828.0,27.1,Traditional,Partial Irrigation,Mild,Good,4275.5,1213.8
54.0,2035.0,24.5,Traditional,Full Irrigation,None,Poor,4234.9,898.7
102.2,2077.0,24.0,AT 362,Partial Irrigation,Severe,Good,4113.1,860.2
35.8,2045.0,32.4,Traditional,Rainfed,None,Poor,4397.3,620.5
30.4,1487.0,26.0,BG 352,Full Irrigation,None,Good,4397.3,1978.2
70.3,1269.0,30.3,BG 359,Partial Irrigation,None,Excellent,4356.7,2314.0
87.2,1729.0,29.8,AT 362,Rainfed,Severe,Average,4316.1,843.9
99.6,2141.0,28.0,Traditional,Rainfed,None,Good,4234.9,1265.1
79.0,1845.0,32.3,BG 352,Rainfed,None,Poor,4275.5,1010.3
97.4,1543.0,31.0,Traditional,Full Irrigation,None,Average,4275.5,1532.9
59.3,1795.0,24.2,BG 352,Full Irrigation,None,Excellent,4153.7,2076.8
23.3,1904.0,31.8,BG 358,Partial Irrigation,None,Poor,4113.1,946.3
31.6,2095.0,29.1,AT 362,Rainfed,Mild,Excellent,4194.3,1215.5
23.9,1892.0,27.5,BG 358,Full Irrigation,Moderate,Poor,4275.5,1140.7
52.9,1463.0,31.3,Traditional,Partial Irrigation,Mild,Average,4153.7,996.3
69.5,1256.0,30.9,Traditional,Partial Irrigation,None,Poor,4113.1,886.8
55.6,1550.0,27.1,BG 352,Rainfed,None,Poor,4397.3,1288.5
76.1,1327.0,33.8,BG 358,Full Irrigation,None,Average,4234.9,2077.5
68.1,2126.0,30.5,BG 352,Rainfed,None,Good,4316.1,1290.7
87.8,1560.0,30.1,AT 362,Partial Irrigation,Mild,Good,4275.5,1647.9
86.7,1514.0,24.7,Traditional,Partial Irrigation,None,Average,4356.7,1281.9
51.8,1353.0,26.8,AT 362,Partial Irrigation,Moderate,Average,4356.7,1234.0
54.6,1731.0,28.5,BG 352,Partial Irrigation,None,Poor,4194.3,1390.1
78.5,1576.0,30.3,BG 352,Partial Irrigation,Mild,Good,4397.3,1650.8
79.6,1068.0,29.1,BG 352,Partial Irrigation,Moderate,Poor,4234.9,1039.0
51.5,2030.0,31.6,BG 359,Partial Irrigation,Mild,Excellent,4397.3,1487.7
53.0,1367.0,26.6,AT 362,Partial Irrigation,Moderate,Poor,4234.9,1036.9
89.4,1462.0,31.0,BG 352,Full Irrigation,Moderate,Good,4113.1,1735.6
84.7,1167.0,32.2,Traditional,Full Irrigation,Mild,Average,4356.7,1150.4
